id,sent0,sent1,gold
train_00437,a dog wags its tail when they are excited,a dog wags its tail to call its mom.,1
train_00438,She was wearing spoon for bad eyes,She was wearing glasses for bad eyes,0
train_00439,The driver started the car engine with the key,The driver started the car engine with pen,1
train_00440,12345 are the first letters of a standard English keyboard,QWERTY are the first 6 letters of a standard English keyboard,0
train_00441,Bears eat honey,Bears eat benches,1
train_00442,I let the tiger drive my car.,I let the clown drive my car.,0
train_00443,He was playing cards game with his friends,He was playing cards game with his bike,1
train_00444,The terrorist arrested the military.,The military arrested the terrorists.,0
train_00445,A doctor examines your body,A doctor examines fruit,1
train_00446,He poured a tall glass of mud.,He poured a tall glass of water.,0
train_00447,His neighbor has Donated his eyes,His neighbor has donated his Sweat,1
train_00448,The  mat sat on the cat.,The cat sat on the mat.,0
train_00449,he put the books in the bookshelf,he put the books in the wine cellar,1
train_00450,He put the chair on the room,He put the chair in the room,0
train_00451,I like to eat a bowl of popcorn during movie time,I like to eat a bowl of pebbles during movie time,1
train_00452,he wrote with a car,he wrote with a pen,0
train_00453,He wore a sleeveless shirt,He wore a spoon,1
train_00454,The baby played with fire.,The baby played with blocks.,0
train_00455,The universe is endless.,The universe is limited like a box.,1
train_00456,He likes to wear blouse,He likes to wear shirt,0
train_00457,A generator generates electricity,A refrigerator generates electricity,1
train_00458,The people are quietly shouting,The people are shouting,0
train_00459,A farmers market is a good place to find fresh produce.,A pillow factory is a great place to find fresh produce.,1
train_00460,a game is meant simply to be viewed,a movie is meant simply to be viewed,0
train_00461,He covered the bed with a bedspread,He used a handkerchief to cover the bed,1
train_00462,Printers print in black paper,Printers print in white paper,0
train_00463,ships are used to transportation of materials and peoples,ships are used to teleportation of materials and peoples,1
train_00464,People who catch criminals for living are called fishermen,People who catch fish for living are called fishermen,0
train_00465,We need to breath Oxygen to live,We need to breath Twinkies to live,1
train_00466,He pluck the flower from the stone,He pluck the flower from the plant,0
train_00467,Top hats are no longer worn as much as in previous years,Clothes are no longer worn as much as in previous years,1
train_00468,He ate a tomato from the dirt,He ate a tomato from the fridge,0
train_00469,The moon revolves around the Earth,The sun revolves around the Earth,1
train_00470,A cat was driving the car,A girl was driving the car,0
train_00471,It was raining and he was holding umbrella,It was raining and he was holding the mountain,1
train_00472,People built temple to watch movies,People built temple to worship god,0
train_00473,We always go to park and play during school holidays,We always go to hospital and play during school holidays,1
train_00474,A car is a musical instrument,A guitar is a musical instrument,0
train_00475,A dog ate a caterpillar.,A caterpillar ate a dog.,1
train_00476,Most families have their own train,Most families have their own bed,0
train_00477,we can play with a football,we can eat a football,1
train_00478,A mat is made of iron,An anchor is made of iron,0
train_00479,Silver is for making jewelry,Silver is for making food,1
train_00480,She made a doll with oil.,She made a doll with cotton.,0
train_00481,"If a person wants to exercise, they go to a gym.","If a person wants to exercise, they go to a pizza parlor.",1
train_00482,we can play cricket with the basket ball,we can play cricket with a cricket bat.,0
train_00483,I would learn a language because i need to travel,You would learn a language because i need to travel,1
train_00484,She can see a ship in the pond,She can see a ship in the sea,0
train_00485,He listened to the music on mobile phone,He listened to the music on the belt,1
train_00486,The pen ran out of mayonnaise,The pen ran out of ink,0
train_00487,He asked his wife to help in his office work,He asked his dog to help in his office work,1
train_00488,She took the wardrobe out of the clothes,She took the clothes out of the wardrobe,0
train_00489,You can improve your wifi signal by removing obstructions between your device and router,You can improve your wifi signal by removing your teeth between your device and router,1
train_00490,He paid the bill with his nose,He paid the bill with his credit card,0
train_00491,A barber shop is for getting hair cuts.,A barber shop is for dining out.,1
train_00492,Lightning is seen after thunder,Thunder is heard after lightning,0
train_00493,people use lift  in a building to avoid stairs,people jump from building to avoid stairs,1
train_00494,He was painting the house with spoon,He was painting the house with brush,0
train_00495,A lion is something you will find at a forest,A lion is something you will find at a mall,1
train_00496,The chicken laid a dog,The chicken laid an egg,0
train_00497,A man walked into the bank and made a deposit,A man went to the pool and deposited cash,1
train_00498,Many Americans can eat at toll booths.,Many Americans can eat at restaurants.,0
train_00499,My favorite fruit is apple.,My favorite fruit is Meat.,1
train_00500,The policeman gave him a reward for speeding.,The policeman gave him a ticket for speeding.,0
train_00501,George went to the beach to get some sun,George went to the basement to get some sun,1
train_00502,He was so sad that he couldn't stop smiling.,He was so happy that he couldn't stop smiling.,0
train_00503,He wore helmet to protect his head,He wore cooker to protect his head,1
train_00504,We can see stars at day,We can see stars at night,0
train_00505,About fifty people get in to a bus,About fifty people get in to a car,1
train_00506,The two children threw a knife back and forth.,The two children threw a ball back and forth.,0
train_00507,staying healthy requires eating healthy food,staying healthy requires drinking more whiskey,1
train_00508,He wore glasses for finger,He wore glasses for eye,0
train_00509,He murdered the shopkeeper with rifle,He murdered the fridge with rifle,1
train_00510,English is a universal bird,English is a universal language,0
train_00511,Books are suppose to be read,Books are suppose to eat,1
train_00512,He checked the time in his pen,He checked the time in his watch,0
train_00513,She went to the hairdresser to get ready for her wedding.,She went to the bookstore to get ready for her wedding.,1
train_00514,The dog was chasing his wings,The dog was chasing his tail,0
train_00515,He put on his shoes and went outside,He went outside and put on his shoes,1
train_00516,The horse barked because he heard people walking down the street.,The dog barked because he heard people walking down the street.,0
train_00517,He poured coffee into his cup.,He poured coffee into pizza.,1
train_00518,she went to library to watch a movie.,she went to library to read the books.,0
train_00519,Water in solid form is ice.,Water in solid form is liquid.,1
train_00520,An ant is smaller then an atom.,An ant is smaller then a horse.,0
train_00521,You would apply for a job because you want money,You would apply for volunteer work because you want money,1
train_00522,Driver of a bus usually sits in the rearmost seat,You will find the driver of a bus in the front seat,0
train_00523,The cat wants to go through the door.,The fridge wants to go through the door.,1
